,Height,Overall,Acceleration,Ball control,Block,Boxout,Contact dunk,Contested shot 3pt,Contested shot mid,Defensive consistency,Defensive rebound,Draw foul,Driving dunk,Driving layup,Free throw,Hands,Help defense IQ,Hustle,Lateral quickness,Low post defense IQ,Off dribble shot 3pt,Off dribble shot mid,Offensive consistency,Offensive rebound,On-ball defense IQ,Open shot 3pt,Open shot mid,Pass perception,Passing IQ,Passing accuracy,Passing vision,Pick & roll defense IQ,Post control,Post fadeaway,Post hook,Reaction time,Shot IQ,Shot close,Shot contest,Speed,Speed with ball,Stamina,Standing dunk,Standing layup,Steal,Strength,Vertical,kmeans_label,PLAYER_ID,Name
676,84,81,52,35,80,88,40,30,82,50,94,66,55,75,71,69,74,75,49,78,25,51,90,67,59,70,90,57,70,45,64,58,88,77,84,70,80,93,84,69,39,88,80,95,61,79,45,0,20236,Nikola Vucevic
677,75,81,80,84,40,39,25,48,59,85,48,53,25,85,80,93,84,60,80,52,57,73,65,35,89,67,75,84,80,82,79,88,70,70,55,73,80,85,73,82,85,85,25,84,61,54,57,2,8083,Eric Snow
678,73,81,84,90,40,48,30,68,74,40,52,72,35,87,81,77,64,72,78,30,77,79,85,34,62,81,78,68,85,83,80,71,40,61,38,68,90,89,68,84,94,94,25,86,62,57,74,2,8211,Raymond Felton
679,77,81,84,75,37,38,35,68,79,50,54,79,55,86,83,75,63,73,70,46,74,82,85,33,71,77,84,55,62,62,65,70,58,56,51,63,92,78,63,89,88,95,35,90,63,62,75,2,8364,Rodney Stuckey
680,74,81,80,77,40,30,30,71,72,95,43,45,50,79,78,94,85,95,92,60,57,67,80,35,92,86,83,80,64,64,39,89,37,41,28,82,84,79,82,86,81,85,25,84,69,30,78,3,8673,Avery Bradley
681,82,81,62,76,45,70,40,84,74,60,61,88,68,84,87,76,69,80,61,54,75,75,85,40,66,90,79,62,60,61,44,68,69,69,46,67,81,58,67,64,75,85,45,88,58,46,66,3,8604,Danilo Gallinari
682,74,81,85,83,42,27,25,77,80,65,48,62,30,83,78,80,72,80,59,31,82,82,85,36,69,85,84,84,82,84,70,73,26,40,25,57,94,73,57,83,86,95,25,85,85,72,85,2,8363,Lindsey Hunter
683,75,81,93,82,37,54,35,61,67,62,43,78,77,82,81,76,64,93,65,25,80,74,90,26,65,81,75,69,80,81,70,70,34,30,25,62,90,64,70,86,92,91,25,86,51,64,87,2,2459,Damian Lillard
684,81,81,47,54,73,80,45,25,77,75,82,74,65,64,78,75,74,90,54,75,25,61,80,77,60,30,83,62,68,64,42,71,80,76,75,54,86,85,54,57,49,82,90,88,60,80,66,0,8404,Antoine Carr
685,79,81,67,72,40,54,30,80,75,60,60,75,63,75,82,87,64,75,72,58,80,79,85,44,65,85,82,65,42,45,39,70,49,60,50,70,86,80,70,70,70,95,45,86,59,54,78,3,8476,Dorell Wright
686,81,81,27,48,60,85,40,64,72,70,83,75,50,68,79,84,75,90,27,78,44,64,75,81,70,75,81,68,54,54,29,72,77,74,79,60,86,84,70,37,30,90,80,92,64,77,33,0,8098,Frank Brickowski
687,84,81,25,35,80,78,40,45,76,60,68,76,60,72,79,68,75,68,25,79,25,48,90,67,65,78,84,69,72,35,42,64,93,85,88,80,90,92,80,35,27,84,85,94,59,87,60,0,8682,Brook Lopez
688,81,81,50,42,42,80,40,45,86,75,82,75,55,58,66,84,76,85,50,70,25,61,80,84,74,55,87,64,57,25,30,75,86,80,72,63,86,84,63,67,32,85,80,89,60,88,68,0,8393,Carl Landry
689,73,81,80,78,27,34,25,80,80,80,34,71,25,75,77,88,72,85,72,35,75,84,80,42,72,82,87,35,79,76,78,72,36,60,25,72,87,88,72,78,77,97,25,87,73,50,58,2,8222,Gail Goodrich
690,81,81,52,29,32,90,40,46,69,95,78,67,58,50,79,80,88,86,40,92,39,58,85,80,78,76,75,90,49,49,48,80,55,45,45,80,84,62,80,57,55,75,60,85,65,90,52,0,8111,Charles Oakley
691,75,81,95,91,40,37,26,69,86,48,36,65,26,86,81,89,67,85,65,26,75,89,88,33,65,76,88,74,75,77,66,64,33,57,28,75,87,78,67,85,94,97,26,84,56,35,79,2,2328,Kyrie Irving
692,76,81,80,83,30,38,25,77,82,60,50,40,25,72,86,70,70,75,78,48,82,86,90,32,74,86,87,63,82,84,77,75,28,46,30,74,88,88,79,80,84,92,25,75,59,39,60,2,8112,Kirk Hinrich
693,81,81,52,40,62,89,45,42,78,65,93,70,53,69,75,84,71,95,52,72,30,42,80,84,56,54,84,48,62,30,32,66,72,63,64,65,88,79,65,75,46,80,75,85,57,75,70,0,8311,Kris Humphries
694,80,81,44,35,51,81,45,25,41,80,82,84,63,74,75,80,77,85,44,80,25,38,90,84,78,25,60,58,63,38,34,80,66,70,78,74,94,88,74,58,32,95,85,94,55,84,68,4,8290,Gary Trent
695,83,81,52,45,76,80,85,25,48,70,86,70,85,64,71,80,75,80,52,78,25,36,80,80,64,25,66,68,30,34,33,68,78,65,77,59,80,78,59,59,32,80,98,94,57,95,90,4,8082,Darryl Dawkins
696,73,81,78,99,30,50,25,72,68,60,45,62,25,79,84,93,72,73,81,32,74,70,75,27,81,81,71,60,98,92,79,70,26,40,25,76,78,74,76,79,84,92,25,80,61,35,70,2,8194,Jason Williams
697,74,81,85,81,27,42,25,86,80,60,45,69,25,84,83,88,68,84,50,25,82,82,80,33,65,88,84,69,88,82,79,68,25,29,25,60,92,78,60,84,84,95,25,83,65,40,70,2,8477,B.J. Armstrong
698,77,81,90,93,35,29,25,76,78,45,40,73,50,88,91,78,64,51,61,43,80,80,90,30,61,83,77,68,64,63,54,68,50,57,25,73,74,86,73,84,96,82,25,80,59,40,75,3,8181,Jamal Crawford
699,84,81,52,30,76,85,60,26,45,55,82,80,75,64,82,75,78,80,43,75,26,42,85,86,57,26,81,49,60,31,27,59,79,59,82,65,86,87,69,67,40,79,80,84,51,82,52,0,8653,Jonas Valanciunas
700,83,81,59,33,73,90,48,26,26,73,88,75,78,70,42,78,82,83,45,81,26,26,75,83,73,26,26,73,50,26,26,76,80,46,67,73,81,80,73,74,31,90,83,90,54,90,78,4,20073,Dwight Howard
701,84,81,25,35,82,81,45,25,51,75,84,62,60,62,80,72,80,85,25,75,25,38,70,87,78,27,70,64,69,30,36,76,79,55,77,80,90,96,80,37,29,80,75,88,45,75,57,0,8465,Robin Lopez
702,79,81,50,50,45,84,35,25,38,75,86,75,57,69,66,79,75,88,50,78,25,25,90,88,62,25,50,54,62,38,34,64,79,60,80,59,92,88,59,52,37,85,60,95,64,92,60,4,8403,Dejuan Blair
703,82,81,32,38,68,86,45,25,32,80,87,65,65,64,73,75,84,90,40,80,25,25,85,80,70,25,40,64,62,48,30,72,78,65,72,62,93,85,62,32,25,85,80,90,56,84,55,4,8336,Clemon Johnson
704,80,81,45,35,74,89,40,25,37,80,88,75,42,57,79,79,88,97,37,84,25,29,80,83,64,28,64,69,48,40,30,64,44,33,71,60,85,84,60,57,38,85,85,89,71,76,57,4,8209,Kurt Rambis
705,84,81,53,35,88,86,65,25,27,70,88,70,90,43,50,74,85,85,53,84,25,25,45,92,67,26,64,67,48,25,26,71,72,58,70,76,50,49,84,71,34,78,95,92,55,58,78,4,8491,Javale McGee
706,84,81,25,35,90,85,45,25,41,85,85,70,49,50,47,75,90,90,28,88,25,36,70,84,64,25,45,47,59,32,27,58,79,69,82,77,80,85,85,42,35,85,85,86,57,89,60,4,8492,Brendan Haywood
707,84,81,30,25,76,84,40,25,32,80,87,70,42,52,69,75,82,88,25,83,25,29,85,85,58,25,48,65,48,47,31,74,77,58,74,61,84,89,75,35,25,92,85,85,59,84,32,4,8405,Will Perdue
708,84,81,42,35,56,92,40,25,25,65,92,76,60,56,60,78,84,95,42,82,25,25,55,84,58,25,29,54,62,29,28,82,69,44,74,82,88,78,82,44,32,84,80,95,57,65,58,4,8394,Omer Asik
709,85,81,26,25,93,89,35,25,29,85,88,72,60,30,73,58,84,60,26,83,25,25,75,84,69,25,35,68,31,30,29,68,77,72,74,73,84,79,73,31,25,85,80,75,58,88,35,0,8182,Tree Rollins
710,82,80,74,68,44,81,83,35,71,58,74,76,90,71,66,84,65,95,51,72,38,44,83,41,62,66,75,63,67,61,66,64,83,72,72,79,85,81,65,74,58,92,91,88,52,94,90,1,1600,Blake Griffin
711,83,80,78,60,74,86,48,60,74,63,83,70,58,72,73,78,77,80,62,74,59,59,83,66,64,70,86,53,61,48,36,71,77,63,71,74,89,84,74,78,69,88,78,87,51,78,68,1,4472,Karl-Anthony Towns
712,76,80,80,80,46,51,28,30,74,73,44,78,53,88,72,81,73,95,75,62,60,75,91,39,75,67,77,70,83,75,66,74,72,72,69,85,91,74,88,82,86,94,28,89,56,65,75,2,1017,Dwyane Wade
713,80,80,78,73,57,48,40,84,80,80,46,40,65,74,74,90,85,70,82,68,79,72,65,57,86,86,82,78,61,62,48,84,48,55,47,83,78,85,78,79,73,90,40,81,67,70,80,3,8169,James Posey
714,79,80,80,71,44,50,32,66,68,82,45,80,72,84,74,85,81,95,84,60,58,60,82,33,84,67,72,80,70,67,62,80,60,70,41,82,90,65,81,84,83,98,32,85,61,63,76,3,2357,Jimmy Butler
715,78,80,77,58,50,60,40,68,72,70,54,65,85,80,71,85,70,85,77,66,70,75,75,78,77,75,78,72,45,50,58,70,60,44,48,66,83,82,66,83,82,87,75,88,66,70,85,1,8293,Cedric Ceballos
716,80,80,67,74,47,70,45,71,70,65,68,53,80,85,81,82,77,82,81,58,73,67,75,45,81,76,74,62,64,52,37,66,64,76,45,78,84,84,78,74,72,87,50,90,59,65,81,3,8254,Wilson Chandler
717,72,80,87,80,44,56,25,66,66,74,50,82,25,81,75,89,78,97,78,52,69,72,84,30,79,80,74,81,86,84,68,78,34,38,32,86,82,68,84,86,89,96,25,82,77,70,72,2,1357,Kyle Lowry
718,78,80,76,79,52,57,35,76,81,80,53,64,75,78,84,75,82,80,80,55,70,79,70,40,81,88,86,75,82,75,71,78,33,55,25,55,80,74,55,78,80,83,47,76,71,50,70,3,8241,Doug Christie
719,82,80,60,32,82,70,75,44,78,80,69,52,90,68,72,85,87,85,59,85,25,49,50,59,76,72,88,68,69,26,25,80,69,54,57,89,88,95,84,64,40,93,77,77,53,75,95,3,8597,Serge Ibaka
720,77,80,82,79,32,42,35,80,84,80,52,60,40,80,84,86,74,90,84,58,82,75,70,30,83,86,86,66,56,62,48,84,52,77,40,72,72,89,72,80,76,84,35,80,50,60,72,3,8278,Arron Afflalo
721,81,80,91,80,61,72,65,38,71,45,76,60,96,86,62,66,72,95,65,63,45,74,65,60,75,58,75,72,62,60,34,74,61,75,55,53,58,79,53,93,88,90,45,87,58,60,96,1,8157,Darius Miles
722,79,80,87,74,34,53,49,31,80,59,47,85,84,84,78,79,68,83,77,34,48,77,89,32,72,63,81,67,73,72,61,74,68,72,34,76,89,81,66,76,86,93,49,86,55,46,86,1,1605,DeMar DeRozan
723,77,80,85,84,50,39,25,73,70,65,46,80,25,79,78,93,77,60,70,52,70,72,55,43,70,75,82,60,92,88,82,74,70,70,55,73,80,84,73,84,87,85,25,84,71,54,57,2,8378,Alvin Williams
724,77,80,69,64,33,71,45,74,84,65,74,72,74,80,85,85,66,82,64,54,68,82,85,58,64,81,86,68,40,43,44,70,55,48,51,62,87,85,62,69,65,84,50,80,70,75,72,1,8156,Jim McMillian
725,79,80,78,70,48,81,50,29,32,80,80,70,80,84,67,85,78,95,85,65,27,31,55,75,82,57,75,81,66,49,30,80,48,48,48,79,88,80,79,80,74,94,75,85,68,52,82,4,8652,Michael Kidd-Gilchrist
726,74,80,84,81,32,44,30,71,78,70,44,70,50,88,79,70,77,85,62,33,73,80,80,52,75,78,82,89,82,81,78,78,25,44,25,62,80,81,62,84,88,85,25,90,91,50,60,2,8099,Lucius Allen
727,76,80,89,75,46,45,35,65,55,75,50,67,75,83,69,80,72,95,76,28,60,69,80,25,76,66,71,82,85,81,83,75,32,47,25,66,83,60,66,97,96,95,25,80,65,60,88,2,1950,John Wall
728,78,80,76,92,45,58,25,71,84,65,54,71,50,80,81,75,75,75,68,45,78,84,60,38,70,81,85,74,71,70,71,82,40,65,35,70,80,80,70,74,86,65,25,78,85,43,67,3,8577,Manu Ginobili
729,80,80,70,74,62,54,40,81,69,70,62,70,65,79,74,64,72,35,74,48,74,71,75,50,74,87,79,58,70,62,44,70,51,65,54,74,86,79,76,74,68,85,40,82,69,59,74,3,8240,Walt Williams
730,73,80,78,78,27,32,25,81,88,80,43,68,25,85,78,90,74,85,77,30,82,88,80,37,77,80,87,59,79,75,71,84,25,55,36,80,85,79,80,79,79,91,25,75,62,40,55,2,8087,Henry Bibby
731,75,80,84,79,28,35,30,74,81,78,35,73,40,82,78,94,75,85,80,35,78,82,90,25,80,81,85,59,61,52,64,78,30,45,25,89,96,84,80,85,88,95,25,84,47,44,70,2,8142,Larry Siegfried
732,78,80,70,76,51,35,35,80,87,70,43,64,57,78,86,75,70,85,58,55,74,85,85,50,69,86,89,58,70,72,65,67,38,55,25,62,94,79,62,72,65,78,35,89,64,55,65,2,8279,Anthony Bowie
733,81,80,52,36,69,80,41,26,75,89,82,69,66,66,70,78,88,85,58,85,26,49,54,78,75,28,85,63,55,34,36,79,76,71,77,59,70,86,87,59,39,84,76,90,60,80,58,0,8366,Antonio McDyess
734,83,80,56,52,49,78,34,50,69,69,73,73,63,74,74,71,71,80,43,68,32,52,92,35,59,78,80,70,54,40,39,69,86,83,79,67,92,75,71,65,41,95,64,89,52,67,72,0,1016,Chris Bosh
735,67,80,87,82,30,39,35,60,74,60,46,85,94,86,78,70,68,84,48,25,68,75,75,36,68,72,76,67,88,85,85,66,25,36,25,50,74,81,50,87,92,95,25,84,87,25,98,2,8184,Spud Webb
736,72,80,79,85,40,33,25,72,78,70,41,76,25,84,79,80,68,84,64,32,76,81,59,29,74,85,86,42,88,84,79,78,25,29,25,67,94,86,67,80,85,84,25,85,81,44,75,2,8170,Greg Anthony
737,82,80,32,44,56,78,35,45,78,65,84,64,51,70,77,61,82,85,32,84,26,44,80,82,72,64,84,70,58,46,38,71,78,62,64,77,94,84,77,68,38,75,60,89,58,66,63,0,8437,Nick Collison
738,83,80,52,34,59,70,32,25,80,67,73,71,61,69,78,70,75,78,44,71,25,65,90,59,60,67,81,62,62,47,27,65,84,82,82,68,89,82,68,54,45,84,62,87,49,82,62,0,1335,LaMarcus Aldridge
739,80,80,43,40,37,85,40,25,84,50,84,74,64,70,79,85,60,85,43,74,25,58,80,82,60,25,88,63,65,32,31,64,82,88,80,66,81,84,66,63,42,81,80,85,58,84,57,0,8195,Udonis Haslem
740,83,80,41,35,73,87,45,25,50,70,87,60,63,58,71,66,78,80,41,79,25,38,60,74,73,26,75,59,66,49,34,77,72,72,68,75,80,91,80,63,34,87,65,98,58,88,71,4,20010,Marcin Gortat
741,81,80,41,35,67,87,40,25,81,80,86,72,61,52,81,54,84,95,41,82,25,52,70,84,65,30,85,66,64,29,34,72,60,68,62,70,84,79,70,63,40,78,55,90,60,79,60,0,8196,Brian Grant
742,82,80,46,46,89,86,40,25,29,80,85,62,85,69,60,80,82,85,46,78,25,25,55,84,74,25,70,65,74,26,29,75,69,40,80,84,95,83,82,47,32,82,95,97,45,52,74,4,8292,Brandan Wright
743,83,80,53,37,64,87,57,26,26,82,90,82,81,68,28,75,85,93,44,86,26,26,72,83,66,26,26,67,52,26,26,75,71,47,80,77,77,72,81,61,34,95,87,87,63,93,77,4,2462,Andre Drummond
744,83,80,44,33,88,84,40,25,43,70,82,80,50,68,80,72,74,84,44,78,25,37,85,84,65,29,58,60,45,33,28,71,84,66,66,55,94,82,55,52,38,80,95,95,61,70,48,0,8212,Elden Campbell
745,74,80,79,79,25,25,25,90,76,50,37,50,25,68,89,75,61,77,64,31,90,80,85,41,64,96,89,45,82,84,67,63,25,29,25,61,92,79,61,84,86,94,25,71,64,30,60,2,8610,Craig Hodges
746,91,80,25,30,97,84,35,30,34,95,79,60,35,47,60,85,96,60,27,85,31,30,75,65,74,68,52,72,34,30,32,76,70,61,82,69,92,79,96,26,25,77,75,94,52,30,31,0,8478,Manute Bol
747,86,80,25,27,94,75,40,25,27,90,80,78,40,25,47,84,88,90,25,86,25,25,65,89,72,25,35,44,33,34,27,87,40,30,78,65,94,78,85,30,25,85,95,92,59,94,35,4,8223,Greg Ostertag
748,82,79,74,65,80,76,45,65,70,75,77,60,75,88,80,76,80,75,78,68,54,80,85,57,76,78,84,72,62,54,60,74,70,71,56,49,82,92,78,75,70,90,56,90,57,60,75,1,20229,Michael Beasley
749,80,79,68,76,51,75,45,68,70,75,78,45,75,77,77,81,83,86,75,66,72,67,62,36,75,76,77,80,78,72,80,81,57,63,40,80,75,83,78,70,79,95,55,83,61,42,82,3,20185,Nicolas Batum
750,81,79,78,53,59,81,60,75,60,60,75,62,97,80,63,85,75,85,69,74,54,64,85,63,69,82,70,68,49,48,44,65,68,60,58,64,75,84,64,80,74,90,80,86,63,75,92,1,20134,Aaron Gordon
751,77,79,79,70,45,65,45,63,63,75,50,69,85,73,75,85,73,95,75,72,54,61,75,65,74,74,65,90,62,60,59,75,68,52,54,70,84,69,70,82,74,90,50,77,90,65,85,1,8171,Bonzi Wells
752,80,79,74,73,50,54,35,56,70,55,62,78,85,81,82,88,69,82,64,68,52,58,85,54,72,70,75,68,68,61,37,68,77,78,79,68,85,82,68,74,70,86,80,90,61,75,77,1,8729,Jabari Parker
753,79,79,84,80,40,54,70,71,64,60,50,60,90,78,83,75,65,73,65,63,73,70,75,48,66,76,78,51,70,74,49,67,62,65,54,76,75,80,76,86,81,88,55,82,61,68,95,1,8594,Michael Finley
754,80,79,67,67,51,80,40,65,72,60,83,65,79,75,64,85,68,85,67,70,50,56,80,65,68,75,83,60,65,36,38,70,68,76,83,68,88,94,68,77,55,88,55,88,71,70,88,1,8084,Thaddeus Young
755,76,79,82,74,55,39,70,71,70,62,58,63,95,78,80,81,73,85,78,45,69,75,52,33,75,73,82,75,71,68,64,75,37,50,38,81,84,67,81,82,80,90,32,80,70,66,95,3,8596,Victor Oladipo
756,80,79,78,73,57,48,40,75,73,80,46,40,65,74,74,90,85,70,82,68,76,72,65,57,82,81,76,78,61,62,48,80,48,55,47,83,78,80,78,79,73,90,40,81,67,70,80,3,8325,James Posey
757,80,79,51,57,73,70,38,36,50,88,73,66,66,72,69,86,85,87,71,81,27,45,68,59,79,66,74,88,63,54,56,83,82,77,74,61,78,75,61,65,60,89,63,89,72,86,65,4,1379,Paul Millsap
758,74,79,84,86,52,31,35,41,78,70,53,70,65,77,83,92,78,80,76,25,65,84,76,33,78,79,84,85,85,85,89,74,29,40,33,75,78,82,75,84,84,85,25,76,77,64,78,2,20206,Jeff Teague
759,74,79,89,82,40,37,35,92,78,70,44,58,70,85,80,84,53,66,75,54,82,80,75,41,78,93,85,52,80,78,41,81,61,69,38,63,85,72,63,80,86,85,40,86,59,51,95,3,8127,Daniel Gibson
760,83,79,80,74,68,70,45,52,63,65,71,72,80,80,67,85,72,88,75,59,51,64,80,42,71,61,66,69,81,76,74,79,47,48,37,72,77,65,73,80,85,88,45,85,58,59,70,4,2768,Giannis Antetokounmpo
761,81,79,53,58,45,70,40,82,61,70,80,64,70,79,82,84,75,80,71,67,64,78,75,82,74,85,88,61,44,40,37,71,52,62,60,69,79,87,69,78,54,76,55,92,60,75,69,3,20293,Marcus Morris
762,78,79,79,75,55,60,45,58,74,70,58,75,80,79,81,79,75,66,75,50,51,75,70,67,79,76,75,74,79,78,60,78,45,44,25,50,85,79,50,78,75,85,60,85,72,65,75,2,8439,Vincent Askew
763,77,79,83,75,37,38,35,88,86,75,47,54,73,75,82,85,80,92,83,45,75,85,75,38,82,91,88,70,82,75,54,81,35,58,35,51,83,77,51,87,85,92,35,75,64,40,69,3,20332,Kentavious Caldwell-Pope
764,79,79,68,70,56,53,40,62,71,70,54,61,82,80,75,84,70,75,77,55,64,66,80,46,77,70,76,56,71,70,66,76,74,62,40,77,88,82,77,73,65,83,60,76,69,50,72,3,8158,Reggie Williams
765,76,79,81,83,32,29,30,75,71,80,41,58,47,82,78,77,80,85,85,47,79,76,70,32,80,80,82,80,81,82,73,81,48,55,36,77,85,79,77,80,83,88,25,82,75,56,63,2,8256,Derek Harper
766,78,79,84,74,42,44,75,84,75,50,45,37,94,85,63,83,73,72,77,45,78,74,80,35,77,85,73,62,74,78,42,75,45,62,25,74,84,82,74,86,80,88,40,86,63,52,92,3,8354,J.R. Smith
767,82,79,62,64,60,65,35,82,67,70,72,57,70,70,78,80,74,72,62,78,54,54,70,69,72,84,74,74,54,55,57,73,65,65,60,73,75,80,73,62,47,82,85,84,75,60,70,3,8408,Robert Horry
768,77,79,73,77,56,41,45,42,84,80,47,64,70,78,79,88,71,56,68,51,44,85,75,42,76,70,91,74,79,85,45,78,68,73,60,68,92,90,68,74,70,89,40,83,57,50,69,3,8450,Trenton Hassell
769,76,79,80,79,55,36,55,84,70,50,51,62,85,86,72,73,59,70,78,55,82,78,85,32,75,86,82,65,60,68,70,76,48,53,46,68,64,85,68,76,79,81,40,89,61,64,78,3,20292,Dion Waiters
770,83,79,67,46,78,80,45,25,45,60,81,67,75,68,80,79,85,90,64,83,25,37,60,84,65,41,70,74,82,59,59,79,64,62,62,85,82,88,85,72,35,84,90,82,83,60,74,4,20305,Nerlens Noel
771,81,79,80,72,47,40,50,68,68,75,48,63,85,78,75,82,80,80,80,58,59,66,60,38,80,80,79,79,60,65,40,81,46,57,44,80,75,70,78,82,80,89,40,79,75,60,80,3,8449,Corey Brewer
772,75,79,80,82,40,41,25,72,79,70,51,64,45,90,75,76,74,85,71,32,73,81,85,38,73,82,83,70,85,84,78,74,39,60,25,76,85,83,72,78,85,87,25,92,61,44,72,2,20083,Goran Dragic
773,72,79,80,95,29,65,40,74,74,65,34,65,40,82,79,80,76,65,75,30,75,78,75,37,75,78,80,78,80,83,78,72,41,63,47,64,80,75,64,84,94,90,25,85,78,35,65,2,8578,Kenny Anderson
774,78,79,76,81,54,45,45,75,71,65,41,69,65,82,85,85,65,85,60,51,72,75,85,51,64,83,84,65,68,64,53,68,66,70,50,50,82,82,50,78,75,80,40,80,62,54,79,1,8297,Jerry Stackhouse
775,80,79,67,74,35,66,55,56,80,60,56,56,81,78,76,80,65,78,75,54,59,79,40,46,75,86,90,65,77,43,34,70,48,67,48,72,75,82,72,81,75,92,55,79,58,70,98,3,8667,Harrison Barnes
776,80,79,64,74,51,74,40,78,86,45,70,52,57,82,79,84,66,80,75,56,55,74,80,58,73,81,91,64,54,62,34,70,58,67,65,69,88,74,69,59,63,90,45,85,69,48,73,3,8700,Otto Porter
777,80,79,71,69,35,30,40,84,86,75,56,69,40,80,81,89,72,76,79,58,84,84,80,31,80,89,89,74,68,64,43,81,59,58,50,60,92,84,60,65,74,80,40,83,58,37,69,3,20235,Rodney Hood
778,80,79,67,75,50,70,30,75,75,60,69,60,55,75,63,93,67,70,75,65,69,69,70,64,80,81,77,60,51,54,49,59,70,78,52,70,75,85,70,69,68,85,30,88,58,75,70,3,8197,Antoine Walker
779,80,79,74,71,45,64,45,59,64,80,53,49,85,72,78,88,82,80,85,52,58,59,40,37,85,85,78,81,75,54,40,81,50,60,55,80,70,79,80,68,57,95,55,70,81,45,80,3,8351,Trevor Ariza
780,79,79,62,48,87,73,45,41,65,80,66,78,65,70,83,66,82,70,53,76,27,51,80,70,68,58,74,77,54,54,42,76,72,68,75,62,88,82,62,64,51,85,85,90,58,71,70,0,8340,George Johnson
781,74,79,87,79,32,37,30,81,84,65,53,77,49,90,81,84,74,80,66,35,78,82,85,43,66,82,84,73,49,58,49,72,52,62,30,59,84,80,59,84,86,92,25,89,67,60,80,2,8350,Marcus Thornton
782,77,79,70,74,40,49,35,85,74,60,50,65,66,80,88,94,70,81,75,46,80,70,80,37,73,88,83,63,70,62,40,71,60,55,44,65,90,82,65,71,71,85,25,85,63,54,78,3,8198,Ray Allen
783,75,79,75,85,43,45,25,70,85,70,53,67,30,87,85,92,71,70,84,54,41,84,80,41,84,81,89,59,84,82,68,78,29,39,27,68,88,85,68,80,84,95,25,90,63,40,65,2,20243,Cory Joseph
784,75,79,84,80,37,49,26,70,67,50,50,70,45,79,76,85,70,85,70,48,67,71,80,37,70,85,74,70,85,84,74,71,38,61,33,66,88,88,66,82,85,95,25,75,62,52,88,2,8406,George Hill
785,73,79,89,80,49,44,39,29,61,74,46,71,67,78,74,82,76,94,79,34,69,73,89,28,77,75,76,76,82,76,70,74,26,34,26,71,84,79,71,86,90,85,26,80,77,55,88,2,1967,Eric Bledsoe
786,81,79,75,69,67,82,40,89,62,45,72,50,80,70,83,74,67,77,57,62,32,54,85,54,60,85,75,65,70,44,34,62,65,73,70,64,86,96,64,84,75,83,50,92,59,50,62,1,8185,Marvin Williams
787,81,79,75,75,50,90,50,33,38,45,94,75,75,79,72,80,60,90,58,65,37,42,70,63,58,68,59,52,74,62,70,59,70,60,74,71,74,80,71,75,71,80,65,86,59,81,69,4,20058,Julius Randle
788,83,79,48,37,68,82,45,27,34,75,80,79,80,79,80,81,77,92,48,79,27,27,70,70,66,27,71,68,72,65,73,71,73,70,75,70,88,70,70,65,64,78,80,95,60,68,75,4,20179,Mason Plumlee
789,79,79,67,75,51,58,30,72,82,70,64,55,55,70,82,85,70,60,70,65,44,86,70,30,75,76,92,60,75,68,36,72,70,78,60,70,88,80,70,68,64,85,30,70,60,70,60,3,8493,Paul Pierce
790,81,79,70,72,42,75,50,80,32,70,76,75,75,80,80,84,43,85,65,44,73,33,85,58,73,90,54,64,64,48,34,72,62,65,64,64,94,85,52,74,54,90,50,83,70,60,75,1,8606,Omri Casspi
791,80,79,72,70,40,65,65,28,70,75,68,85,80,83,81,92,70,80,72,55,25,64,75,58,72,34,74,72,61,62,55,70,50,58,54,65,88,74,65,74,65,81,61,84,59,63,74,1,8281,Donald Royal
792,73,79,81,90,40,48,30,68,74,40,52,72,35,87,81,77,64,72,78,30,77,76,75,34,62,78,78,68,80,81,76,71,40,61,38,68,84,84,68,80,94,88,25,86,62,57,74,2,8579,Raymond Felton
793,78,79,78,65,25,37,50,51,74,70,47,75,50,74,84,72,84,72,68,60,68,80,85,29,78,80,84,75,70,65,40,79,35,58,65,68,88,79,68,79,70,90,50,80,59,60,70,3,8339,Dahntay Jones
794,77,79,82,79,40,57,35,72,62,40,50,67,97,83,79,80,64,80,66,49,76,63,75,32,60,83,74,45,76,76,67,61,38,58,44,52,88,68,52,81,81,92,60,88,61,44,97,1,8677,Zach LaVine
795,74,79,78,84,25,39,25,30,78,65,48,68,25,85,82,72,77,60,70,52,41,79,75,40,70,69,84,60,86,84,82,74,70,70,55,73,85,85,73,77,82,90,25,87,63,54,65,2,8086,Andre Miller
796,78,79,75,76,42,27,50,87,84,40,49,66,85,88,87,71,63,83,56,45,85,78,85,33,62,88,87,58,84,80,44,64,38,53,36,55,85,78,55,74,72,81,35,90,59,55,78,1,20333,Tim Hardaway Jr.
797,73,79,88,82,45,44,25,64,63,54,47,81,25,84,79,76,66,90,69,26,73,74,92,29,69,79,76,71,82,88,66,72,29,54,25,69,91,66,69,83,92,93,25,88,63,50,81,2,2336,Kemba Walker
798,85,79,26,38,69,71,34,36,75,84,70,71,52,65,77,74,84,84,44,89,27,53,79,36,78,58,79,68,68,54,62,82,75,67,84,88,75,82,90,50,39,97,74,74,55,89,38,0,1548,Marc Gasol
799,81,79,40,37,57,65,40,80,64,85,68,69,55,50,82,84,77,78,40,76,64,52,80,61,70,87,79,75,46,47,37,75,68,74,75,76,86,80,76,45,30,85,70,84,65,74,46,0,8440,Sam Perkins
