,_id,Name,Position,Secondary position,Height,Overall,Open_shot_mid,Contested_shot_mid,Off_dribble_shot_mid,Open_shot_3pt,Contested_shot_3pt,Off_dribble_shot_3pt,Shot_IQ,Free_throw,Offensive_consistency,Shot_close,Standing_layup,Driving_layup,Standing_dunk,Driving_dunk,Contact_dunk,Draw_foul,Post_control,Post_hook,Post_fadeaway,Hands,Ball_control,Passing_accuracy,Passing_vision,Passing_IQ,Speed_with_ball,Speed,Acceleration,Vertical,Strength,Stamina,Hustle,Overall_durability,On-ball_defense_IQ,Low_post_defense_IQ,Pick_&_roll_defense_IQ,Help_defense_IQ,Lateral_quickness,Pass_perception,Reaction_time,Steal,Block,Shot_contest,Defensive_consistency,Offensive_rebound,Defensive_rebound,Boxout,Potential,Intangibles
716,8193,Dan Majerle,SG,SF,78,81,85,80,81,85,82,80,90,78,75,75,80,74,50,76,30,54,50,35,56,88,70,55,50,54,78,78,72,75,75,95,92,85,88,70,84,79,78,88,90,75,35,90,90,50,40,65,82,80
717,8576,Eddie Jones,SG,SF,78,81,80,77,72,82,80,78,87,84,80,79,82,80,50,85,45,65,55,29,75,85,88,68,52,69,84,78,80,84,60,93,86,87,74,60,78,72,80,75,80,81,52,80,70,41,45,38,88,75
718,8155,Rodney Rogers,PF,SF,79,81,79,70,67,86,76,54,88,67,85,87,90,74,88,84,45,57,77,78,82,70,68,55,43,78,58,70,69,79,84,88,75,80,78,82,75,80,60,72,54,69,61,54,80,62,64,60,84,88
719,8183,Stacey Augmon,SG,SF,80,81,86,80,81,70,54,57,86,79,65,89,90,88,55,80,40,75,57,40,63,72,79,70,68,73,70,70,68,82,42,95,86,78,84,66,81,83,82,80,81,67,51,81,75,62,55,53,93,82
720,1959,Paul George,SF,,81,81,74,64,65,79,58,79,85,77,87,73,81,79,47,77,37,68,62,32,66,87,75,68,62,67,84,76,80,86,58,95,88,93,77,55,76,78,77,76,86,71,37,84,77,32,64,71,90,72
721,8436,Jeff Green,SF,PF,81,81,78,76,75,82,70,65,85,79,80,75,84,80,75,80,45,70,72,70,68,80,52,54,40,52,55,70,62,84,70,89,78,82,68,74,78,75,68,74,80,60,55,80,65,62,76,74,81,79
722,8141,Don Nelson,SF,PF,78,81,74,68,58,78,60,52,96,85,90,88,89,74,70,48,40,74,68,64,58,70,70,60,64,78,69,74,70,68,68,85,84,77,74,75,71,70,68,68,68,60,58,78,75,68,73,73,81,94
723,8548,Andre Iguodala,SF,PF,78,81,77,64,69,80,56,48,60,61,45,81,75,77,55,80,45,47,59,56,57,85,80,78,63,81,80,76,79,75,68,80,85,82,93,80,87,85,88,86,88,65,45,93,90,41,56,38,83,58
724,8010,Kobe Bryant,SG,SF,78,81,78,80,82,77,79,80,68,79,70,85,86,97,70,97,50,85,70,40,80,85,76,69,62,70,81,81,83,95,55,88,84,87,60,48,64,54,60,48,60,63,52,60,65,47,46,40,99,81
725,8395,Robert Horry,SF,PF,82,81,76,70,54,84,82,54,82,78,75,84,84,72,90,70,35,65,76,60,65,80,64,55,57,62,50,69,65,75,65,88,72,83,72,78,73,74,62,74,73,75,60,73,70,69,72,65,85,85
726,8310,Jianlian Yi,PF,C,84,81,84,67,43,78,61,42,85,80,75,84,89,72,65,55,45,70,73,74,78,87,71,52,37,62,69,69,62,75,65,85,80,82,67,71,68,70,73,55,75,67,87,80,55,78,76,80,81,85
727,1015,Carmelo Anthony,SF,PF,80,81,81,75,76,74,70,65,84,76,91,78,73,73,48,63,43,67,81,57,80,77,79,67,63,65,77,80,76,74,82,90,82,79,65,67,67,66,67,65,71,53,44,67,53,39,68,65,88,77
728,8595,Jerry Stackhouse,SG,SF,78,81,84,71,75,83,75,72,82,85,85,82,85,82,40,90,70,73,66,50,70,85,81,64,53,68,81,80,80,93,54,85,85,80,64,51,68,65,60,65,50,62,54,50,65,51,41,45,85,83
729,8113,Ron Harper,PG,SG,78,81,70,58,62,70,57,62,77,70,75,79,84,74,40,60,40,61,51,36,55,82,80,70,61,69,84,75,72,77,56,90,95,83,92,42,93,90,91,92,77,83,52,77,95,47,46,35,87,84
730,20290,Robert Covington,SF,,81,81,63,41,46,93,93,70,95,76,95,50,85,84,55,55,30,65,63,56,61,90,70,70,33,72,67,68,67,70,62,82,84,81,67,62,69,68,62,85,68,88,62,68,50,87,80,74,81,89
731,20106,Rajon Rondo,PG,,73,81,70,44,70,73,64,57,84,54,75,84,94,90,25,26,25,44,41,41,36,91,85,86,91,88,88,85,88,82,48,88,90,75,85,32,84,85,83,89,74,84,28,74,81,37,74,70,82,70
732,8210,Rex Chapman,SG,PG,76,81,82,80,81,84,84,84,82,83,80,77,84,83,50,90,50,70,45,30,50,70,78,72,48,70,85,85,85,88,52,88,72,79,68,45,67,64,85,62,74,60,41,74,40,45,48,44,81,84
733,20203,Julius Randle,PF,C,81,81,59,38,42,68,33,37,74,72,70,88,86,86,65,75,50,75,70,74,60,80,78,80,80,81,71,75,75,69,81,80,90,83,58,65,59,60,58,52,71,59,50,71,45,80,94,90,81,90
734,20068,Bradley Beal,SG,SF,77,81,77,73,73,89,80,68,84,84,70,91,87,82,30,75,30,82,44,55,55,81,78,68,61,72,78,75,84,87,56,94,78,80,76,45,78,75,62,65,67,61,37,67,65,37,49,44,82,82
735,8349,Eric Gordon,SG,SF,76,81,80,77,78,90,70,84,87,85,85,81,84,76,30,70,30,60,50,35,63,86,74,65,48,78,84,84,81,82,65,92,78,75,75,42,79,73,75,68,73,61,45,73,70,28,42,25,81,86
736,8379,Walt Williams,SF,SG,80,81,79,69,71,90,87,74,92,74,85,82,82,79,40,65,40,70,51,54,65,75,74,62,44,70,68,74,70,74,59,85,35,81,74,48,70,72,74,58,74,69,62,76,70,50,62,54,81,80
737,8221,Donyell Marshall,PF,SF,81,81,87,84,62,88,85,65,85,83,90,88,92,70,65,60,45,74,74,68,70,84,44,38,41,67,48,64,58,60,75,90,90,83,52,60,57,59,56,61,52,62,64,52,60,73,75,70,99,85
738,8267,Sam Perkins,PF,C,81,81,79,64,52,87,80,64,86,82,85,84,84,50,70,55,40,69,76,75,74,84,37,47,37,46,35,58,48,46,74,85,78,85,70,76,75,77,40,75,76,65,57,76,85,79,81,82,84,88
739,8338,Byron Scott,SG,PG,75,81,85,82,83,84,80,80,85,85,80,84,85,80,40,80,40,65,36,25,63,76,73,68,49,70,80,79,78,84,46,93,67,90,74,34,77,73,74,62,77,63,37,77,65,37,45,33,90,85
740,20236,Nikola Vucevic,C,,84,81,90,82,51,70,30,25,80,71,90,93,95,75,80,55,40,66,88,84,77,69,35,45,64,70,39,69,52,45,79,88,75,76,59,78,58,74,49,57,70,61,80,84,50,67,94,88,81,81
741,8083,Eric Snow,PG,,75,81,75,59,73,67,48,57,80,80,65,85,84,85,25,25,25,53,70,55,70,93,84,82,79,80,85,82,80,57,54,85,60,83,89,52,88,84,80,84,73,61,40,73,85,35,48,39,81,90
742,8211,Raymond Felton,PG,SG,73,81,78,74,79,81,68,77,90,81,85,89,86,87,25,35,30,72,40,38,61,77,90,83,80,85,94,84,84,74,57,94,72,81,62,30,71,64,78,68,68,62,40,68,40,34,52,48,81,80
743,8364,Rodney Stuckey,SG,,77,81,84,79,82,77,68,74,92,83,85,78,90,86,35,55,35,79,58,51,56,75,75,62,65,62,88,89,84,75,62,95,73,80,71,46,70,63,70,55,63,63,37,63,50,33,54,38,81,80
744,8673,Avery Bradley,SG,SF,74,81,83,72,67,86,71,57,84,78,80,79,84,79,25,50,30,45,37,28,41,94,77,64,39,64,81,86,80,78,30,85,95,80,92,60,89,85,92,80,82,69,40,82,95,35,43,30,82,82
745,8604,Danilo Gallinari,SF,PF,82,81,79,74,75,90,84,75,81,87,85,58,88,84,45,68,40,88,69,46,69,76,76,61,44,60,75,64,62,66,46,85,80,75,66,54,68,69,61,62,67,58,45,67,60,40,61,70,81,65
746,8363,Lindsey Hunter,PG,SG,74,81,84,80,82,85,77,82,94,78,85,73,85,83,25,30,25,62,26,25,40,80,83,84,70,82,86,83,85,85,72,95,80,81,69,31,73,72,59,84,57,85,42,57,65,36,48,27,83,80
747,2459,Damian Lillard,PG,,75,81,75,67,74,81,61,80,90,81,90,64,86,82,25,77,35,78,34,25,30,76,82,81,70,80,92,86,93,87,64,91,93,98,65,25,70,64,65,69,62,51,37,70,62,26,43,54,89,90
748,8404,Antoine Carr,PF,C,81,81,83,77,61,30,25,25,86,78,80,85,88,64,90,65,45,74,80,75,76,75,54,64,42,68,49,57,47,66,80,82,90,78,60,75,71,74,54,62,54,60,73,54,75,77,82,80,85,84
749,8476,Dorell Wright,SF,SG,79,81,82,75,79,85,80,80,86,82,85,80,86,75,45,63,30,75,49,50,60,87,72,45,39,42,70,70,67,78,54,95,75,80,65,58,70,64,72,65,70,59,40,70,60,44,60,54,81,85
750,8098,Frank Brickowski,PF,C,81,81,81,72,64,75,64,44,86,79,75,84,92,68,80,50,40,75,77,79,74,84,48,54,29,54,30,37,27,33,77,90,90,95,70,78,72,75,27,68,60,64,60,70,70,81,83,85,81,85
751,8682,Brook Lopez,C,,84,81,84,76,48,78,45,25,90,79,90,92,94,72,85,60,40,76,93,88,85,68,35,35,42,72,27,35,25,60,87,84,68,76,65,79,64,75,25,69,80,59,80,80,60,67,68,78,81,80
752,8393,Carl Landry,PF,,81,81,87,86,61,55,45,25,86,66,80,84,89,58,80,55,40,75,86,72,80,84,42,25,30,57,32,67,50,68,88,85,85,77,74,70,75,76,50,64,63,60,42,63,75,84,82,80,81,85
753,8222,Gail Goodrich,SG,PG,73,81,87,80,84,82,80,75,87,77,80,88,87,75,25,25,25,71,36,25,60,88,78,76,78,79,77,78,80,58,50,97,85,93,72,35,72,72,72,35,72,73,27,72,80,42,34,34,92,80
754,8111,Charles Oakley,PF,C,81,81,75,69,58,76,46,39,84,79,85,62,85,50,60,58,40,67,55,45,45,80,29,49,48,49,55,57,52,52,90,75,86,89,78,92,80,88,40,90,80,65,32,80,95,80,78,90,84,90
755,2328,Kyrie Irving,PG,,75,81,88,86,89,76,69,75,87,81,88,78,84,86,26,26,26,65,33,28,57,89,91,77,66,75,94,85,95,79,35,97,85,78,65,26,64,67,65,74,75,56,40,67,48,33,36,37,90,83
756,8112,Kirk Hinrich,SG,PG,76,81,87,82,86,86,77,82,88,86,90,88,75,72,25,25,25,40,28,30,46,70,83,84,77,82,84,80,80,60,39,92,75,69,74,48,75,70,78,63,74,59,30,79,60,32,50,38,81,75
757,8311,Kris Humphries,PF,C,81,81,84,78,42,54,42,30,88,75,80,79,85,69,75,53,45,70,72,64,63,84,40,30,32,62,46,75,52,70,75,80,95,78,56,72,66,71,52,48,65,57,62,65,65,84,93,89,81,85
758,8290,Gary Trent,C,PF,80,81,60,41,38,25,25,25,94,75,90,88,94,74,85,63,45,84,66,78,70,80,35,38,34,63,32,58,44,68,84,95,85,77,78,80,80,77,44,58,74,55,51,74,80,84,82,81,81,95
759,8082,Darryl Dawkins,C,,83,81,66,48,36,25,25,25,80,71,80,78,94,64,98,85,85,70,78,77,65,80,45,34,33,30,32,59,52,90,95,80,80,74,64,78,68,75,52,68,59,57,76,59,70,80,86,80,90,80
760,8194,Jason Williams,PG,,73,81,71,68,70,81,72,74,78,84,75,74,80,79,25,25,25,62,26,25,40,93,99,92,79,98,84,79,78,70,35,92,73,79,81,32,70,72,81,60,76,61,30,76,60,27,45,50,81,84
761,8477,B.J. Armstrong,PG,SG,74,81,84,80,82,88,86,82,92,83,80,78,83,84,25,25,25,69,25,25,29,88,81,82,79,88,84,84,85,70,40,95,84,82,65,25,68,68,50,69,60,65,27,60,60,33,45,42,81,79
762,8181,Jamal Crawford,SG,SF,77,81,77,78,80,83,76,80,74,91,90,86,80,88,25,50,25,73,50,25,57,78,93,63,54,64,96,84,90,75,40,82,51,77,61,43,68,64,61,68,73,59,35,73,45,30,40,29,81,80
763,8653,Jonas Valanciunas,C,,84,81,81,45,42,26,26,26,86,82,85,87,84,64,80,75,60,80,79,82,59,75,30,31,27,60,40,67,52,52,82,79,80,81,57,75,59,78,43,49,65,51,76,69,55,86,82,85,82,85
764,20073,Dwight Howard,C,,83,81,26,26,26,26,26,26,81,42,75,80,90,70,83,78,48,75,80,67,46,78,33,26,26,50,31,74,59,78,90,90,83,81,73,81,76,82,45,73,73,54,73,73,73,83,88,90,85,80
765,8465,Robin Lopez,C,,84,81,70,51,38,27,25,25,90,80,70,96,88,62,75,60,45,62,79,77,55,72,35,30,36,69,29,37,25,57,75,80,85,81,78,75,76,80,25,64,80,45,82,80,75,87,84,81,81,85
766,8403,Dejuan Blair,PF,C,79,81,50,38,25,25,25,25,92,66,90,88,95,69,60,57,35,75,79,80,60,79,50,38,34,62,37,52,50,60,92,85,88,90,62,78,64,75,50,54,59,64,45,59,75,88,86,84,81,95
767,8336,Clemon Johnson,C,PF,82,81,40,32,25,25,25,25,93,73,85,85,90,64,80,65,45,65,78,72,65,75,38,48,30,62,25,32,32,55,84,85,90,77,70,80,72,84,40,64,62,56,68,62,80,80,87,86,81,94
768,8209,Kurt Rambis,PF,C,80,81,64,37,29,28,25,25,85,79,80,84,89,57,85,42,40,75,44,71,33,79,35,40,30,48,38,57,45,57,76,85,97,85,64,84,64,88,37,69,60,71,74,60,80,83,88,89,81,92
769,8491,Javale McGee,C,,84,81,64,27,25,26,25,25,50,50,45,49,92,43,95,90,65,70,72,70,58,74,35,25,26,48,34,71,53,78,58,78,85,79,67,84,71,85,53,67,76,55,88,84,70,92,88,86,81,92
770,8492,Brendan Haywood,C,,84,81,45,41,36,25,25,25,80,47,70,85,86,50,85,49,45,70,79,82,69,75,35,32,27,59,35,42,25,60,89,85,90,67,64,88,58,90,28,47,77,57,90,85,85,84,85,85,81,80
771,8405,Will Perdue,C,PF,84,81,48,32,29,25,25,25,84,69,85,89,85,52,85,42,40,70,77,74,58,75,25,47,31,48,25,35,30,32,84,92,88,77,58,83,74,82,25,65,61,59,76,75,80,85,87,84,81,88
772,8394,Omer Asik,C,,84,81,29,25,25,25,25,25,88,60,55,78,95,56,80,60,40,76,69,74,44,78,35,29,28,62,32,44,42,58,65,84,95,82,58,82,82,84,42,54,82,57,56,82,65,84,92,92,81,89
773,8182,Tree Rollins,C,PF,85,81,35,29,25,25,25,25,84,73,75,79,75,30,80,60,35,72,77,74,72,58,25,30,29,31,25,31,26,35,88,85,60,79,69,83,68,84,26,68,73,58,93,73,85,84,88,89,81,92
774,1600,Blake Griffin,PF,C,82,80,75,71,44,66,35,38,85,66,83,81,88,71,91,90,83,76,83,72,72,84,68,61,66,67,58,74,74,90,94,92,95,87,62,72,64,65,51,63,79,52,44,65,58,41,74,81,87,77
775,4472,Karl-Anthony Towns,C,PF,83,80,86,74,59,70,60,59,89,73,83,84,87,72,78,58,48,70,77,71,63,78,60,48,36,61,69,78,78,68,78,88,80,82,64,74,71,77,62,53,74,51,74,74,63,66,83,86,95,89
776,1017,Dwyane Wade,SG,,76,80,77,74,75,67,30,60,91,72,91,74,89,88,28,53,28,78,72,69,72,81,80,75,66,83,86,82,80,75,65,94,95,74,75,62,74,73,75,70,85,56,46,88,73,39,44,51,94,73
777,8169,James Posey,SF,PF,80,80,82,80,72,86,84,79,78,74,65,85,81,74,40,65,40,40,48,47,55,90,73,62,48,61,73,79,78,80,70,90,70,77,86,68,84,85,82,78,83,67,57,78,80,57,46,48,80,65
778,2357,Jimmy Butler,SG,SF,79,80,72,68,60,67,66,58,90,74,82,65,85,84,32,72,32,80,60,41,70,85,71,67,62,70,83,84,80,76,63,98,95,80,84,60,80,81,84,80,82,61,44,81,82,33,45,50,88,68
779,8293,Cedric Ceballos,SF,,78,80,78,72,75,75,68,70,83,71,75,82,88,80,75,85,40,65,60,48,44,85,58,50,58,45,82,83,77,85,70,87,85,76,77,66,70,70,77,72,66,66,50,66,70,78,54,60,80,88
780,8254,Wilson Chandler,SF,PF,80,80,74,70,67,76,71,73,84,81,75,84,90,85,50,80,45,53,64,45,76,82,74,52,37,64,72,74,67,81,65,87,82,79,81,58,66,77,81,62,78,59,47,78,65,45,68,70,80,82
781,1357,Kyle Lowry,PG,,72,80,74,66,72,80,66,69,82,75,84,68,82,81,25,25,25,82,34,32,38,89,80,84,68,86,89,86,87,72,70,96,97,79,79,52,78,78,78,81,86,77,44,84,74,30,50,56,86,82
782,8241,Doug Christie,SG,SF,78,80,86,81,79,88,76,70,80,84,70,74,76,78,47,75,35,64,33,25,55,75,79,75,71,82,80,78,76,70,50,83,80,77,81,55,78,82,80,75,55,71,52,55,80,40,53,57,82,70
783,8597,Serge Ibaka,PF,C,82,80,88,78,49,72,44,25,88,72,50,95,77,68,77,90,75,52,69,57,54,85,32,26,25,69,40,64,60,95,75,93,85,94,76,85,80,87,59,68,89,53,82,84,80,59,69,70,80,80
784,8278,Arron Afflalo,SG,SF,77,80,86,84,75,86,80,82,72,84,70,89,80,80,35,40,35,60,52,40,77,86,79,62,48,56,76,80,82,72,60,84,90,87,83,58,84,74,84,66,72,50,32,72,80,30,52,42,80,85
785,8157,Darius Miles,SF,,81,80,75,71,74,58,38,45,58,62,65,79,87,86,45,96,65,60,61,55,75,66,80,60,34,62,88,93,91,96,60,90,95,79,75,63,74,72,65,72,53,58,61,53,45,60,76,72,80,70
786,1605,DeMar DeRozan,SG,SF,79,80,81,80,77,63,31,48,89,78,89,81,86,84,49,84,49,85,68,34,72,79,74,72,61,73,86,76,87,86,46,93,83,90,72,34,74,68,77,67,76,55,34,66,59,32,47,53,87,88
787,8378,Alvin Williams,PG,,77,80,82,70,72,75,73,70,80,78,55,84,84,79,25,25,25,80,70,55,70,93,84,88,82,92,87,84,85,57,54,85,60,74,70,52,74,77,70,60,73,71,50,73,65,43,46,39,80,85
788,8156,Jim McMillian,SF,SG,77,80,86,84,82,81,74,68,87,85,85,85,80,80,50,74,45,72,55,51,48,85,64,43,44,40,65,69,69,72,75,84,82,85,64,54,70,66,64,68,62,70,33,62,65,58,74,71,84,91
789,8652,Michael Kidd-Gilchrist,SF,,79,80,75,32,31,57,29,27,88,67,55,80,85,84,75,80,50,70,48,48,48,85,70,49,30,66,74,80,78,82,52,94,95,79,82,65,80,78,85,81,79,68,48,79,80,75,80,81,81,85
790,8099,Lucius Allen,PG,SG,74,80,82,78,80,78,71,73,80,79,80,81,90,88,25,50,30,70,25,25,44,70,81,81,78,82,88,84,84,60,50,85,85,82,75,33,78,77,62,89,62,91,32,62,70,52,44,44,85,80
791,1950,John Wall,PG,,76,80,71,55,69,66,65,60,83,69,80,60,80,83,25,75,35,67,32,25,47,80,75,81,83,85,96,97,89,88,60,95,95,83,76,28,75,72,76,82,66,65,46,66,75,25,50,45,88,70
792,8577,Manu Ginobili,SG,,78,80,85,84,84,81,71,78,80,81,60,80,78,80,25,50,25,71,40,35,65,75,92,70,71,71,86,74,76,67,43,65,75,78,70,45,82,75,68,74,70,85,45,70,65,38,54,58,82,85
793,8240,Walt Williams,SF,SG,80,80,79,69,71,87,81,74,86,74,75,79,82,79,40,65,40,70,51,54,65,64,74,62,44,70,68,74,70,74,59,85,35,81,74,48,70,72,74,58,74,69,62,76,70,50,62,54,80,80
794,8087,Henry Bibby,PG,SG,73,80,87,88,88,80,81,82,85,78,80,79,75,85,25,25,25,68,25,36,55,90,78,75,71,79,79,79,78,55,40,91,85,78,77,30,84,74,77,59,80,62,27,80,80,37,43,32,83,79
795,8142,Larry Siegfried,PG,SG,75,80,85,81,82,81,74,78,96,78,90,84,84,82,25,40,30,73,30,25,45,94,79,52,64,61,88,85,84,70,44,95,85,79,80,35,78,75,80,59,89,47,28,80,78,25,35,35,90,94
796,8279,Anthony Bowie,SG,SF,78,80,89,87,85,86,80,74,94,86,85,79,89,78,35,57,35,64,38,25,55,75,76,72,65,70,65,72,70,65,55,78,85,80,69,55,67,70,58,58,62,64,51,62,70,50,43,35,80,85
797,8366,Antonio McDyess,PF,C,81,80,85,75,49,28,26,26,70,70,54,86,90,66,76,66,41,69,76,77,71,78,36,34,36,55,39,59,52,58,80,84,85,82,75,85,79,88,58,63,59,60,69,87,89,78,82,80,80,78
798,1016,Chris Bosh,PF,C,83,80,80,69,52,78,50,32,92,74,92,75,89,74,64,63,34,73,86,79,83,71,52,40,39,54,41,65,56,72,67,95,80,86,59,68,69,71,43,70,67,52,49,71,69,35,73,78,86,90
799,8184,Spud Webb,PG,SG,67,80,76,74,75,72,60,68,74,78,75,81,84,86,25,94,35,85,25,25,36,70,82,85,85,88,92,87,87,98,25,95,84,83,68,25,66,68,48,67,50,87,30,50,60,36,46,39,80,75
800,8170,Greg Anthony,PG,SG,72,80,86,78,81,85,72,76,94,79,59,86,85,84,25,25,25,76,25,25,29,80,85,84,79,88,85,80,79,75,44,84,84,80,74,32,78,68,64,42,67,81,40,67,70,29,41,33,80,84
801,8437,Nick Collison,PF,,82,80,84,78,44,64,45,26,94,77,80,84,89,70,60,51,35,64,78,64,62,61,44,46,38,58,38,68,32,63,66,75,85,78,72,84,71,82,32,70,77,58,56,77,65,82,84,78,80,88
802,1335,LaMarcus Aldridge,PF,C,83,80,81,80,65,67,25,25,89,78,90,82,87,69,62,61,32,71,84,82,82,70,34,47,27,62,45,54,52,62,82,84,78,80,60,71,65,75,44,62,68,49,59,68,67,59,73,70,88,87
803,8195,Udonis Haslem,PF,C,80,80,88,84,58,25,25,25,81,79,80,84,85,70,80,64,40,74,82,80,88,85,40,32,31,65,42,63,43,57,84,81,85,76,60,74,64,60,43,63,66,58,37,66,50,82,84,85,80,85
804,20010,Marcin Gortat,C,,83,80,75,50,38,26,25,25,80,71,60,91,98,58,65,63,45,60,72,68,72,66,35,49,34,66,34,63,41,71,88,87,80,86,73,79,77,78,41,59,75,58,73,80,70,74,87,87,80,78
805,8196,Brian Grant,PF,SF,81,80,85,81,52,30,25,25,84,81,70,79,90,52,55,61,40,72,60,62,68,54,35,29,34,64,40,63,41,60,79,78,95,80,65,82,72,84,41,66,70,60,67,70,80,84,86,87,80,72
806,8292,Brandan Wright,C,,82,80,70,29,25,25,25,25,95,60,55,83,97,69,95,85,40,62,69,80,40,80,46,26,29,74,32,47,46,74,52,82,85,72,74,78,75,82,46,65,84,45,89,82,80,84,85,86,80,93
807,2462,Andre Drummond,C,,83,80,26,26,26,26,26,26,77,28,72,72,87,68,87,81,57,82,71,80,47,75,37,26,26,52,34,61,53,77,93,95,93,81,66,86,75,85,44,67,77,63,64,81,82,83,90,87,88,64
808,8212,Elden Campbell,C,PF,83,80,58,43,37,29,25,25,94,80,85,82,95,68,95,50,40,80,84,66,66,72,33,33,28,45,38,52,44,48,70,80,84,77,65,78,71,74,44,60,55,61,88,55,70,84,82,84,80,84
809,8610,Craig Hodges,PG,SG,74,80,89,76,80,96,90,90,92,89,85,79,71,68,25,25,25,50,25,25,29,75,79,84,67,82,86,84,79,60,30,94,77,78,64,31,63,61,64,45,61,64,25,61,50,41,37,25,80,94
810,8478,Manute Bol,C,,91,80,52,34,30,68,30,31,92,60,75,79,94,47,75,35,35,60,70,82,61,85,30,30,32,34,25,26,25,31,30,77,60,80,74,85,76,96,27,72,69,52,97,96,95,65,79,84,87,95
811,8223,Greg Ostertag,C,PF,86,80,35,27,25,25,25,25,94,47,65,78,92,25,95,40,40,78,40,78,30,84,27,34,27,33,25,30,25,35,94,85,90,81,72,86,87,88,25,44,65,59,94,85,90,89,80,75,80,92
812,20229,Michael Beasley,PF,SF,82,79,84,70,80,78,65,54,82,80,85,92,90,88,56,75,45,60,70,56,71,76,65,54,60,62,70,75,74,75,60,90,75,79,76,68,74,80,78,72,49,57,80,78,75,57,77,76,79,54
813,20185,Nicolas Batum,SF,SG,80,79,77,70,67,76,68,72,75,77,62,83,83,77,55,75,45,45,57,40,63,81,76,72,80,78,79,70,68,82,42,95,86,82,75,66,81,83,75,80,80,61,51,78,75,36,78,75,79,70
814,20375,Justin Anderson,SF,,78,79,68,58,59,84,80,76,94,80,85,84,94,86,50,80,75,54,39,38,42,81,68,46,34,58,69,78,77,97,75,94,90,86,74,42,73,72,78,70,78,67,69,74,65,57,72,80,79,70
815,20134,Aaron Gordon,PF,SF,81,79,70,60,64,82,75,54,75,63,85,84,86,80,80,97,60,62,68,58,60,85,53,48,44,49,74,80,78,92,75,90,85,83,69,74,65,75,69,68,64,63,59,64,60,63,75,81,82,80
816,8171,Bonzi Wells,SF,SG,77,79,65,63,61,74,63,54,84,75,75,69,77,73,50,85,45,69,68,54,52,85,70,60,59,62,74,82,79,85,65,90,95,78,74,72,75,73,75,90,70,90,45,70,75,65,50,65,85,85
817,8729,Jabari Parker,PF,,80,79,75,70,58,70,56,52,85,82,85,82,90,81,80,85,35,78,77,79,78,88,73,61,37,68,70,74,74,77,75,86,82,83,72,68,68,69,64,68,68,61,50,68,55,54,62,54,84,88
818,8594,Michael Finley,SF,SG,79,79,78,64,70,76,71,73,75,83,75,80,82,78,55,90,70,60,62,54,65,75,80,74,49,70,81,86,84,95,68,88,73,86,66,63,67,65,65,51,76,61,40,76,60,48,50,54,79,70
819,8084,Thaddeus Young,PF,,80,79,83,72,56,75,65,50,88,64,80,94,88,75,55,79,40,65,68,83,76,85,67,36,38,65,55,77,67,88,70,88,85,85,68,70,70,68,67,60,68,71,51,68,60,65,83,80,79,85
820,20402,Isaiah Whitehead,PG,SG,76,79,78,72,73,86,82,85,94,85,85,84,92,88,39,84,59,80,37,34,50,60,84,84,63,85,82,80,80,74,41,79,77,81,69,54,61,64,73,59,74,69,64,73,29,41,59,49,79,61
821,8596,Victor Oladipo,SG,PG,76,79,82,70,75,73,71,69,84,80,52,67,80,78,32,95,70,63,37,38,50,81,74,68,64,71,80,82,82,95,66,90,85,83,75,45,75,73,78,75,81,70,55,81,62,33,58,39,80,80
822,8325,James Posey,SF,PF,80,79,76,73,72,81,75,76,78,74,65,80,81,74,40,65,40,40,48,47,55,90,73,62,48,61,73,79,78,80,70,90,70,77,82,68,80,85,82,78,83,67,57,78,80,57,46,48,79,65
823,1379,Paul Millsap,PF,SF,80,79,74,50,45,66,36,27,78,69,68,75,89,72,63,66,38,66,82,74,77,86,57,54,56,63,60,65,51,65,86,89,87,89,79,81,83,85,71,88,61,72,73,61,88,59,73,70,86,88
824,20206,Jeff Teague,PG,SG,74,79,84,78,84,79,41,65,78,83,76,82,76,77,25,65,35,70,29,33,40,92,86,85,89,85,84,84,84,78,64,85,80,85,78,25,74,78,76,85,75,77,52,75,70,33,53,31,79,45
825,8127,Daniel Gibson,PG,SG,74,79,85,78,80,93,92,82,85,80,75,72,86,85,40,70,35,58,61,38,69,84,82,78,41,80,86,80,89,95,51,85,66,71,78,54,81,53,75,52,63,59,40,63,70,41,44,37,79,75
826,2768,Giannis Antetokounmpo,SF,PF,83,79,66,63,64,61,52,51,77,67,80,65,85,80,45,80,45,72,47,37,48,85,74,76,74,81,85,80,80,70,59,88,88,89,71,59,79,72,75,69,72,58,68,73,65,42,71,70,85,75
827,20293,Marcus Morris,SF,PF,81,79,88,61,78,85,82,64,79,82,75,87,92,79,55,70,40,64,52,60,62,84,58,40,37,44,54,78,53,69,75,76,80,86,74,67,71,75,71,61,69,60,45,69,70,82,80,70,79,62
828,8439,Vincent Askew,SG,SF,78,79,75,74,75,76,58,51,85,81,70,79,85,79,60,80,45,75,45,25,44,79,75,78,60,79,75,78,79,75,65,85,66,83,79,50,78,75,75,74,50,72,55,50,70,67,58,60,79,85
829,20332,Kentavious Caldwell-Pope,SG,SF,77,79,88,86,85,91,88,75,83,82,75,77,75,75,35,73,35,54,35,35,58,85,75,75,54,82,85,87,83,69,40,92,92,83,82,45,81,80,83,70,51,64,37,51,75,38,47,38,81,44
